Date,Month ,Day,Country,Cumulative number of case(s),Number of deaths,Number recovered
"May 8, 2003",May,8,"Taiwan, China",131,13,26
"May 9, 2003",May,9,"Taiwan, China",149,13,26
"May 10, 2003",May,10,"Taiwan, China",172,18,26
"May 12, 2003",May,12,"Taiwan, China",184,20,26
"May 13, 2003",May,13,"Taiwan, China",207,24,30
"May 14, 2003",May,14,"Taiwan, China",238,30,38
"May 15, 2003",May,15,"Taiwan, China",264,30,38
"May 16, 2003",May,16,"Taiwan, China",274,35,46
"May 17, 2003",May,17,"Taiwan, China",274,35,46
"May 19, 2003",May,19,"Taiwan, China",344,40,50
"May 20, 2003",May,20,"Taiwan, China",383,52,63
"May 21, 2003",May,21,"Taiwan, China",418,52,71
"May 22, 2003",May,22,"Taiwan, China",483,60,74
"May 23, 2003",May,23,"Taiwan, China",538,60,82
"May 24, 2003",May,24,"Taiwan, China",538,60,82
"May 26, 2003",May,26,"Taiwan, China",585,72,112
"May 27, 2003",May,27,"Taiwan, China",596,76,112
"May 28, 2003",May,28,"Taiwan, China",610,81,112
"May 29, 2003",May,29,"Taiwan, China",660,81,122
"May 30, 2003",May,30,"Taiwan, China",667,81,125
"May 31, 2003",May,31,"Taiwan, China",676,81,129
"June 2, 2003",June,2,"Taiwan, China",684,81,134
"June 3, 2003",June,3,"Taiwan, China",679,81,136
"June 4, 2003",June,4,"Taiwan, China",678,81,272
"June 5, 2003",June,5,"Taiwan, China",677,81,257
"June 6, 2003",June,6,"Taiwan, China",676,81,257
"June 9, 2003",June,9,"Taiwan, China",680,81,257
"June 10, 2003",June,10,"Taiwan, China",686,81,319
"June 11, 2003",June,11,"Taiwan, China",687,81,344
"June 12, 2003",June,12,"Taiwan, China",688,81,347
"June 13, 2003",June,13,"Taiwan, China",693,81,385
"June 16, 2003",June,16,"Taiwan, China",698,83,443
"June 17, 2003",June,17,"Taiwan, China",697,83,460
"June 18, 2003",June,18,"Taiwan, China",697,83,469
"June 19, 2003",June,19,"Taiwan, China",695,84,472
"June 20, 2003",June,20,"Taiwan, China",695,84,480
"June 23, 2003",June,23,"Taiwan, China",692,84,486
"June 24, 2003",June,24,"Taiwan, China",687,84,492
"June 25, 2003",June,25,"Taiwan, China",686,84,492
"June 26, 2003",June,26,"Taiwan, China",682,84,491
"June 27, 2003",June,27,"Taiwan, China",681,84,492
"June 30, 2003",June,30,"Taiwan, China",678,84,495
"July 1, 2003",July,1,"Taiwan, China",678,84,498
"July 2, 2003",July,2,"Taiwan, China",676,84,498
"July 3, 2003",July,3,"Taiwan, China",674,84,498
"July 4, 2003",July,4,"Taiwan, China",674,84,500
"July 7, 2003",July,7,"Taiwan, China",674,84,500
"July 8, 2003",July,8,"Taiwan, China",671,84,502
"July 9, 2003",July,9,"Taiwan, China",671,84,504
"July 10, 2003",July,10,"Taiwan, China",671,84,506
"July 11, 2003",July,11,"Taiwan, China",671,84,507
"March 17, 2003",March,17,Thailand,1,0,0
"March 18, 2003",March,18,Thailand,1,0,0
"March 19, 2003",March,19,Thailand,1,0,0
"March 20, 2003",March,20,Thailand,1,0,0
"March 21, 2003",March,21,Thailand,4,0,0
"March 22, 2003",March,22,Thailand,4,0,0
"March 24, 2003",March,24,Thailand,5,0,0
"March 25, 2003",March,25,Thailand,5,0,0
"March 26, 2003",March,26,Thailand,3,0,0
"March 27, 2003",March,27,Thailand,3,0,0
"March 28, 2003",March,28,Thailand,3,0,0
"March 29, 2003",March,29,Thailand,3,1,0
"March 31, 2003",March,31,Thailand,5,1,0
"April 1, 2003",April,1,Thailand,6,1,0
"April 2, 2003",April,2,Thailand,7,2,0
"April 3, 2003",April,3,Thailand,7,2,0
"April 4, 2003",April,4,Thailand,7,2,0
"April 5, 2003",April,5,Thailand,7,2,0
"April 7, 2003",April,7,Thailand,7,2,0
"April 8, 2003",April,8,Thailand,7,2,0
"April 9, 2003",April,9,Thailand,7,2,0
"April 10, 2003",April,10,Thailand,7,2,5
"April 11, 2003",April,11,Thailand,7,2,5
"April 12, 2003",April,12,Thailand,8,2,5
"April 14, 2003",April,14,Thailand,8,2,5
"April 15, 2003",April,15,Thailand,8,2,5
"April 16, 2003",April,16,Thailand,8,2,5
"April 17, 2003",April,17,Thailand,8,2,5
"April 18, 2003",April,18,Thailand,7,2,6
"April 19, 2003",April,19,Thailand,7,2,6
"April 21, 2003",April,21,Thailand,7,2,5
"April 22, 2003",April,22,Thailand,7,2,5
"April 23, 2003",April,23,Thailand,7,2,5
"April 24, 2003",April,24,Thailand,8,2,5
"April 25, 2003",April,25,Thailand,8,2,5
"April 26, 2003",April,26,Thailand,7,2,5
"April 28, 2003",April,28,Thailand,7,2,5
"April 29, 2003",April,29,Thailand,7,2,5
"April 30, 2003",April,30,Thailand,7,2,5
"May 1, 2003",May,1,Thailand,7,2,5
"May 2, 2003",May,2,Thailand,7,2,5
"May 3, 2003",May,3,Thailand,7,2,5
"May 5, 2003",May,5,Thailand,7,2,5
"May 6, 2003",May,6,Thailand,7,2,5
"May 7, 2003",May,7,Thailand,7,2,5
"May 8, 2003",May,8,Thailand,7,2,5
"May 9, 2003",May,9,Thailand,7,2,5
"May 10, 2003",May,10,Thailand,7,2,5
"May 12, 2003",May,12,Thailand,7,2,5
"May 13, 2003",May,13,Thailand,7,2,5
"May 14, 2003",May,14,Thailand,8,2,5
"May 15, 2003",May,15,Thailand,8,2,5
"May 16, 2003",May,16,Thailand,8,2,5
"May 17, 2003",May,17,Thailand,8,2,5
"May 19, 2003",May,19,Thailand,8,2,5
"May 20, 2003",May,20,Thailand,8,2,5
"May 21, 2003",May,21,Thailand,8,2,5
"May 22, 2003",May,22,Thailand,8,2,5
"May 23, 2003",May,23,Thailand,8,2,5
"May 24, 2003",May,24,Thailand,8,2,5
"May 26, 2003",May,26,Thailand,8,2,6
"May 27, 2003",May,27,Thailand,8,2,6
"May 28, 2003",May,28,Thailand,8,2,6
"May 29, 2003",May,29,Thailand,8,2,6
"May 30, 2003",May,30,Thailand,8,2,6
"May 31, 2003",May,31,Thailand,8,2,6
"June 2, 2003",June,2,Thailand,8,2,6
"June 3, 2003",June,3,Thailand,8,2,6
"June 4, 2003",June,4,Thailand,8,2,6
"June 5, 2003",June,5,Thailand,8,2,6
"June 6, 2003",June,6,Thailand,8,2,6
"June 9, 2003",June,9,Thailand,9,2,6
"June 10, 2003",June,10,Thailand,9,2,6
"June 11, 2003",June,11,Thailand,9,2,6
"June 12, 2003",June,12,Thailand,9,2,6
"June 13, 2003",June,13,Thailand,9,2,6
"June 16, 2003",June,16,Thailand,9,2,6
"June 17, 2003",June,17,Thailand,9,2,6
"June 18, 2003",June,18,Thailand,9,2,6
"June 19, 2003",June,19,Thailand,9,2,6
"June 20, 2003",June,20,Thailand,9,2,6
"June 23, 2003",June,23,Thailand,9,2,7
"June 24, 2003",June,24,Thailand,9,2,7
"June 25, 2003",June,25,Thailand,9,2,7
"June 26, 2003",June,26,Thailand,9,2,7
"June 27, 2003",June,27,Thailand,9,2,7
"June 30, 2003",June,30,Thailand,9,2,7
"July 1, 2003",July,1,Thailand,9,2,7
"July 2, 2003",July,2,Thailand,9,2,7
"July 3, 2003",July,3,Thailand,9,2,7
"July 4, 2003",July,4,Thailand,9,2,7
"July 7, 2003",July,7,Thailand,9,2,7
"July 8, 2003",July,8,Thailand,9,2,7
"July 9, 2003",July,9,Thailand,9,2,7
"July 10, 2003",July,10,Thailand,9,2,7
"July 11, 2003",July,11,Thailand,9,2,7
"March 18, 2003",March,18,United Kingdom,1,0,0
"March 19, 2003",March,19,United Kingdom,1,0,0
"March 20, 2003",March,20,United Kingdom,2,0,0
"March 21, 2003",March,21,United Kingdom,2,0,0
"March 22, 2003",March,22,United Kingdom,2,0,0
"March 24, 2003",March,24,United Kingdom,3,0,0
"March 25, 2003",March,25,United Kingdom,3,0,0
"March 26, 2003",March,26,United Kingdom,3,0,0
"March 27, 2003",March,27,United Kingdom,3,0,0
"March 28, 2003",March,28,United Kingdom,3,0,0
"March 29, 2003",March,29,United Kingdom,3,0,0
"March 31, 2003",March,31,United Kingdom,3,0,0
"April 1, 2003",April,1,United Kingdom,3,0,0
"April 2, 2003",April,2,United Kingdom,3,0,0
"April 3, 2003",April,3,United Kingdom,3,0,0
"April 4, 2003",April,4,United Kingdom,3,0,0
"April 5, 2003",April,5,United Kingdom,4,0,0
"April 7, 2003",April,7,United Kingdom,5,0,0
"April 8, 2003",April,8,United Kingdom,5,0,0
"April 9, 2003",April,9,United Kingdom,5,0,0
"April 10, 2003",April,10,United Kingdom,5,0,3
"April 11, 2003",April,11,United Kingdom,5,0,3
"April 12, 2003",April,12,United Kingdom,6,0,3
"April 14, 2003",April,14,United Kingdom,6,0,3
"April 15, 2003",April,15,United Kingdom,6,0,3
"April 16, 2003",April,16,United Kingdom,6,0,3
"April 17, 2003",April,17,United Kingdom,6,0,3
"April 18, 2003",April,18,United Kingdom,6,0,5
"April 19, 2003",April,19,United Kingdom,6,0,5
"April 21, 2003",April,21,United Kingdom,6,0,5
"April 22, 2003",April,22,United Kingdom,6,0,5
"April 23, 2003",April,23,United Kingdom,6,0,5
"April 24, 2003",April,24,United Kingdom,6,0,6
"April 25, 2003",April,25,United Kingdom,6,0,6
"April 26, 2003",April,26,United Kingdom,6,0,6
"April 28, 2003",April,28,United Kingdom,6,0,6
"April 29, 2003",April,29,United Kingdom,6,0,6
"April 30, 2003",April,30,United Kingdom,6,0,6
"May 1, 2003",May,1,United Kingdom,6,0,6
"May 2, 2003",May,2,United Kingdom,6,0,6
"May 3, 2003",May,3,United Kingdom,6,0,6
"May 5, 2003",May,5,United Kingdom,6,0,6
"May 6, 2003",May,6,United Kingdom,6,0,6
"May 7, 2003",May,7,United Kingdom,6,0,6
"May 8, 2003",May,8,United Kingdom,6,0,6
"May 9, 2003",May,9,United Kingdom,6,0,6
"May 10, 2003",May,10,United Kingdom,6,0,6
"May 12, 2003",May,12,United Kingdom,6,0,6
"May 13, 2003",May,13,United Kingdom,4,0,4
"May 14, 2003",May,14,United Kingdom,4,0,4
"May 15, 2003",May,15,United Kingdom,4,0,4
"May 16, 2003",May,16,United Kingdom,4,0,4
"May 17, 2003",May,17,United Kingdom,4,0,4
"May 19, 2003",May,19,United Kingdom,4,0,4
"May 20, 2003",May,20,United Kingdom,4,0,4
"May 21, 2003",May,21,United Kingdom,4,0,4
"May 22, 2003",May,22,United Kingdom,4,0,4
"May 23, 2003",May,23,United Kingdom,4,0,4
"May 24, 2003",May,24,United Kingdom,4,0,4
"May 26, 2003",May,26,United Kingdom,4,0,4
"May 27, 2003",May,27,United Kingdom,4,0,4
"May 28, 2003",May,28,United Kingdom,4,0,4
"May 29, 2003",May,29,United Kingdom,4,0,4
"May 30, 2003",May,30,United Kingdom,4,0,4
"May 31, 2003",May,31,United Kingdom,4,0,4
"June 2, 2003",June,2,United Kingdom,4,0,4
"June 3, 2003",June,3,United Kingdom,4,0,4
"June 4, 2003",June,4,United Kingdom,4,0,4
"June 5, 2003",June,5,United Kingdom,4,0,4
"June 6, 2003",June,6,United Kingdom,4,0,4
"June 9, 2003",June,9,United Kingdom,4,0,4
"June 10, 2003",June,10,United Kingdom,4,0,4
"June 11, 2003",June,11,United Kingdom,4,0,4
"June 12, 2003",June,12,United Kingdom,4,0,4
"June 13, 2003",June,13,United Kingdom,4,0,4
"June 16, 2003",June,16,United Kingdom,4,0,4
"June 17, 2003",June,17,United Kingdom,4,0,4
"June 18, 2003",June,18,United Kingdom,4,0,4
"June 19, 2003",June,19,United Kingdom,4,0,4
"June 20, 2003",June,20,United Kingdom,4,0,4
"June 23, 2003",June,23,United Kingdom,4,0,4
"June 24, 2003",June,24,United Kingdom,4,0,4
"June 25, 2003",June,25,United Kingdom,4,0,4
"June 26, 2003",June,26,United Kingdom,4,0,4
"June 27, 2003",June,27,United Kingdom,4,0,4
"June 30, 2003",June,30,United Kingdom,4,0,4
"July 1, 2003",July,1,United Kingdom,4,0,4
"July 2, 2003",July,2,United Kingdom,4,0,4
"July 3, 2003",July,3,United Kingdom,4,0,4
"July 4, 2003",July,4,United Kingdom,4,0,4
"July 7, 2003",July,7,United Kingdom,4,0,4
"July 8, 2003",July,8,United Kingdom,4,0,4
"July 9, 2003",July,9,United Kingdom,4,0,4
"July 10, 2003",July,10,United Kingdom,4,0,4
"July 11, 2003",July,11,United Kingdom,4,0,4
"March 19, 2003",March,19,United States,11,0,0
"March 20, 2003",March,20,United States,11,0,0
"March 21, 2003",March,21,United States,13,0,0
"March 22, 2003",March,22,United States,22,0,0
"March 24, 2003",March,24,United States,37,0,0
"March 25, 2003",March,25,United States,39,0,0
"March 26, 2003",March,26,United States,40,0,0
"March 27, 2003",March,27,United States,45,0,0
"March 28, 2003",March,28,United States,51,0,0
"March 29, 2003",March,29,United States,59,0,0
"March 31, 2003",March,31,United States,59,0,0
"April 1, 2003",April,1,United States,69,0,0
"April 2, 2003",April,2,United States,72,0,0
"April 3, 2003",April,3,United States,85,0,0
"April 4, 2003",April,4,United States,100,0,0
"April 5, 2003",April,5,United States,115,0,0
"April 7, 2003",April,7,United States,141,0,0
"April 8, 2003",April,8,United States,148,0,0
"April 9, 2003",April,9,United States,149,0,0
"April 10, 2003",April,10,United States,154,0,0
"April 11, 2003",April,11,United States,166,0,0
"April 12, 2003",April,12,United States,166,0,0
"April 14, 2003",April,14,United States,174,0,0
"April 15, 2003",April,15,United States,193,0,0
"April 16, 2003",April,16,United States,193,0,0
"April 17, 2003",April,17,United States,199,0,0
"April 18, 2003",April,18,United States,220,0,0
"April 19, 2003",April,19,United States,220,0,0
"April 21, 2003",April,21,United States,39,0,0
"April 22, 2003",April,22,United States,38,0,0
"April 23, 2003",April,23,United States,39,0,0
"April 24, 2003",April,24,United States,37,0,0
"April 25, 2003",April,25,United States,39,0,0
"April 26, 2003",April,26,United States,41,0,0
"April 28, 2003",April,28,United States,41,0,0
"April 29, 2003",April,29,United States,41,0,0
"April 30, 2003",April,30,United States,52,0,0
"May 1, 2003",May,1,United States,54,0,23
"May 2, 2003",May,2,United States,56,0,24
"May 3, 2003",May,3,United States,54,0,24
"May 5, 2003",May,5,United States,61,0,26
"May 6, 2003",May,6,United States,65,0,32
"May 7, 2003",May,7,United States,65,0,32
"May 8, 2003",May,8,United States,63,0,33
"May 9, 2003",May,9,United States,63,0,33
"May 10, 2003",May,10,United States,64,0,34
"May 12, 2003",May,12,United States,64,0,34
"May 13, 2003",May,13,United States,64,0,35
"May 14, 2003",May,14,United States,64,0,35
"May 15, 2003",May,15,United States,64,0,35
"May 16, 2003",May,16,United States,65,0,34
"May 17, 2003",May,17,United States,66,0,34
"May 19, 2003",May,19,United States,67,0,34
"May 20, 2003",May,20,United States,67,0,34
"May 21, 2003",May,21,United States,66,0,33
"May 22, 2003",May,22,United States,65,0,33
"May 23, 2003",May,23,United States,65,0,33
"May 24, 2003",May,24,United States,65,0,33
"May 26, 2003",May,26,United States,65,0,33
"May 27, 2003",May,27,United States,65,0,32
"May 28, 2003",May,28,United States,66,0,32
"May 29, 2003",May,29,United States,66,0,32
"May 30, 2003",May,30,United States,66,0,32
"May 31, 2003",May,31,United States,66,0,32
"June 2, 2003",June,2,United States,66,0,32
"June 3, 2003",June,3,United States,68,0,33
"June 4, 2003",June,4,United States,69,0,34
"June 5, 2003",June,5,United States,69,0,34
"June 6, 2003",June,6,United States,68,0,35
"June 9, 2003",June,9,United States,68,0,35
"June 10, 2003",June,10,United States,69,0,36
"June 11, 2003",June,11,United States,71,0,36
"June 12, 2003",June,12,United States,70,0,36
"June 13, 2003",June,13,United States,71,0,36
"June 16, 2003",June,16,United States,72,0,36
"June 17, 2003",June,17,United States,73,0,36
"June 18, 2003",June,18,United States,75,0,36
"June 19, 2003",June,19,United States,75,0,36
"June 20, 2003",June,20,United States,74,0,36
"June 23, 2003",June,23,United States,74,0,36
"June 24, 2003",June,24,United States,75,0,36
"June 25, 2003",June,25,United States,75,0,36
"June 26, 2003",June,26,United States,74,0,36
"June 27, 2003",June,27,United States,74,0,64
"June 30, 2003",June,30,United States,73,0,63
"July 1, 2003",July,1,United States,73,0,63
"July 2, 2003",July,2,United States,73,0,63
"July 3, 2003",July,3,United States,73,0,65
"July 4, 2003",July,4,United States,73,0,65
"July 7, 2003",July,7,United States,73,0,65
"July 8, 2003",July,8,United States,74,0,64
"July 9, 2003",July,9,United States,75,0,67
"July 10, 2003",July,10,United States,75,0,67
"July 11, 2003",July,11,United States,75,0,67
"March 17, 2003",March,17,Viet Nam,40,1,0
"March 18, 2003",March,18,Viet Nam,57,1,0
"March 19, 2003",March,19,Viet Nam,56,2,0
"March 20, 2003",March,20,Viet Nam,62,2,0
"March 21, 2003",March,21,Viet Nam,62,2,0
"March 22, 2003",March,22,Viet Nam,63,2,0
"March 24, 2003",March,24,Viet Nam,58,4,0
"March 25, 2003",March,25,Viet Nam,58,4,0
"March 26, 2003",March,26,Viet Nam,58,4,0
"March 27, 2003",March,27,Viet Nam,58,4,0
"March 28, 2003",March,28,Viet Nam,58,4,0
"March 29, 2003",March,29,Viet Nam,58,4,0
"March 31, 2003",March,31,Viet Nam,58,4,0
"April 1, 2003",April,1,Viet Nam,58,4,0
"April 2, 2003",April,2,Viet Nam,58,4,0
"April 3, 2003",April,3,Viet Nam,59,4,0
"April 4, 2003",April,4,Viet Nam,59,4,0
"April 5, 2003",April,5,Viet Nam,59,4,0
"April 7, 2003",April,7,Viet Nam,62,4,0
"April 8, 2003",April,8,Viet Nam,62,4,0
"April 9, 2003",April,9,Viet Nam,62,4,0
"April 10, 2003",April,10,Viet Nam,62,4,43
"April 11, 2003",April,11,Viet Nam,62,4,43
"April 14, 2003",April,14,Viet Nam,63,5,46
"April 15, 2003",April,15,Viet Nam,63,5,46
"April 16, 2003",April,16,Viet Nam,63,5,46
"April 17, 2003",April,17,Viet Nam,63,5,46
"April 18, 2003",April,18,Viet Nam,63,5,46
"April 19, 2003",April,19,Viet Nam,63,5,46
"April 21, 2003",April,21,Viet Nam,63,5,46
"April 22, 2003",April,22,Viet Nam,63,5,46
"April 23, 2003",April,23,Viet Nam,63,5,46
"April 24, 2003",April,24,Viet Nam,63,5,49
"April 25, 2003",April,25,Viet Nam,63,5,53
"April 26, 2003",April,26,Viet Nam,63,5,53
"April 28, 2003",April,28,Viet Nam,63,5,53
"April 29, 2003",April,29,Viet Nam,63,5,53
"April 30, 2003",April,30,Viet Nam,63,5,53
"May 1, 2003",May,1,Viet Nam,63,5,56
"May 2, 2003",May,2,Viet Nam,63,5,56
"May 3, 2003",May,3,Viet Nam,63,5,58
"May 5, 2003",May,5,Viet Nam,63,5,58
"May 6, 2003",May,6,Viet Nam,63,5,58
"May 7, 2003",May,7,Viet Nam,63,5,58
"May 8, 2003",May,8,Viet Nam,63,5,58
"May 9, 2003",May,9,Viet Nam,63,5,58
"May 10, 2003",May,10,Viet Nam,63,5,58
"May 12, 2003",May,12,Viet Nam,63,5,58
"May 13, 2003",May,13,Viet Nam,63,5,58
"May 14, 2003",May,14,Viet Nam,63,5,58
"May 15, 2003",May,15,Viet Nam,63,5,58
"May 16, 2003",May,16,Viet Nam,63,5,58
"May 17, 2003",May,17,Viet Nam,63,5,58
"May 19, 2003",May,19,Viet Nam,63,5,58
"May 20, 2003",May,20,Viet Nam,63,5,58
"May 21, 2003",May,21,Viet Nam,63,5,58
"May 22, 2003",May,22,Viet Nam,63,5,58
"May 23, 2003",May,23,Viet Nam,63,5,58
"May 24, 2003",May,24,Viet Nam,63,5,58
"May 26, 2003",May,26,Viet Nam,63,5,58
"May 27, 2003",May,27,Viet Nam,63,5,58
"May 28, 2003",May,28,Viet Nam,63,5,58
"May 29, 2003",May,29,Viet Nam,63,5,58
"May 30, 2003",May,30,Viet Nam,63,5,58
"May 31, 2003",May,31,Viet Nam,63,5,58
"June 2, 2003",June,2,Viet Nam,63,5,58
"June 3, 2003",June,3,Viet Nam,63,5,58
"June 4, 2003",June,4,Viet Nam,63,5,58
"June 5, 2003",June,5,Viet Nam,63,5,58
"June 6, 2003",June,6,Viet Nam,63,5,58
"June 9, 2003",June,9,Viet Nam,63,5,58
"June 10, 2003",June,10,Viet Nam,63,5,58
"June 11, 2003",June,11,Viet Nam,63,5,58
"June 12, 2003",June,12,Viet Nam,63,5,58
"June 13, 2003",June,13,Viet Nam,63,5,58
"June 16, 2003",June,16,Viet Nam,63,5,58
"June 17, 2003",June,17,Viet Nam,63,5,58
"June 18, 2003",June,18,Viet Nam,63,5,58
"June 19, 2003",June,19,Viet Nam,63,5,58
"June 20, 2003",June,20,Viet Nam,63,5,58
"June 23, 2003",June,23,Viet Nam,63,5,58
"June 24, 2003",June,24,Viet Nam,63,5,58
"June 25, 2003",June,25,Viet Nam,63,5,58
"June 26, 2003",June,26,Viet Nam,63,5,58
"June 27, 2003",June,27,Viet Nam,63,5,58
"June 30, 2003",June,30,Viet Nam,63,5,58
"July 1, 2003",July,1,Viet Nam,63,5,58
"July 2, 2003",July,2,Viet Nam,63,5,58
"July 3, 2003",July,3,Viet Nam,63,5,58
"July 4, 2003",July,4,Viet Nam,63,5,58
"July 7, 2003",July,7,Viet Nam,63,5,58
"July 8, 2003",July,8,Viet Nam,63,5,58
"July 9, 2003",July,9,Viet Nam,63,5,58
"July 10, 2003",July,10,Viet Nam,63,5,58
"July 11, 2003",July,11,Viet Nam,63,5,58
